surpriseFaces,new
img/neutralC/CFD-BF-246-170-N.jpg,0
img/neutralC/CFD-AF-236-145-N.jpg,0
img/neutralC/CFD-BM-228-145-N.jpg,0
img/neutralC/CFD-WF-024-003-N.jpg,0
img/neutralC/CFD-MF-345-025-N.jpg,1
img/neutralC/CFD-IF-744-114-N.jpg,0
img/neutralC/CFD-LF-234-139-N.jpg,0
img/neutralC/CFD-BM-234-172-N.jpg,0
img/neutralC/CFD-BM-210-148-N.jpg,0
img/neutralC/CFD-WM-211-054-N.jpg,0
img/neutralC/CFD-LF-244-096-N.jpg,0
img/neutralC/CFD-BF-049-032-N.jpg,0
img/neutralC/CFD-BF-050-003-N.jpg,0
img/neutralC/CFD-IM-703-182-N.jpg,0
img/neutralC/CFD-MF-333-012-N.jpg,0
img/neutralC/CFD-BF-251-211-N.jpg,0
img/neutralC/CFD-WM-239-128-N.jpg,0
img/neutralC/CFD-WM-236-072-N.jpg,0
img/neutralC/CFD-MF-349-036-N.jpg,0
img/neutralC/CFD-IM-690-282-N.jpg,0
img/neutralC/CFD-WF-250-167-N.jpg,1
img/neutralC/CFD-WF-017-003-N.jpg,0
img/neutralC/CFD-BM-040-002-N.jpg,0
img/neutralC/CFD-WF-228-196-N.jpg,0
img/neutralC/CFD-IM-648-337-N.jpg,1
img/neutralC/CFD-WF-239-155-N.jpg,1
img/neutralC/CFD-BF-211-168-N.jpg,0
img/neutralC/CFD-WM-237-052-N.jpg,1
img/neutralC/CFD-AF-245-143-N.jpg,0
img/neutralC/CFD-WF-220-101-N.jpg,0
img/neutralC/CFD-LM-237-264-N.jpg,0
img/neutralC/CFD-WM-248-036-N.jpg,0
img/neutralC/CFD-BF-236-177-N.jpg,1
img/neutralC/CFD-AF-201-060-N.jpg,0
img/neutralC/CFD-MF-314-001-N.jpg,1
img/neutralC/CFD-BF-034-002-N.jpg,1
img/neutralC/CFD-AF-218-157-N.jpg,1
img/neutralC/CFD-IM-695-001-N.jpg,0
img/neutralC/CFD-BM-036-003-N.jpg,0
img/neutralC/CFD-BM-207-024-N.jpg,1
img/neutralC/CFD-IF-676-017-N.jpg,0
img/neutralC/CFD-WM-003-002-N.jpg,0
img/neutralC/CFD-BF-224-002-N.jpg,1
img/neutralC/CFD-WF-209-052-N.jpg,0
img/neutralC/CFD-BM-205-001-N.jpg,0
img/neutralC/CFD-IF-742-103-N.jpg,0
img/neutralC/CFD-LM-221-216-N.jpg,0
img/neutralC/CFD-IF-625-225-N.jpg,1
img/neutralC/CFD-MF-337-026-N.jpg,0
img/neutralC/CFD-BM-229-209-N.jpg,0
img/neutralC/CFD-LF-250-169-N.jpg,0
img/neutralC/CFD-IM-628-176-N.jpg,1
img/neutralC/CFD-MM-324-069-N.jpg,0
img/neutralC/CFD-BM-216-088-N.jpg,1
img/neutralC/CFD-BF-234-167-N.jpg,0
img/neutralC/CFD-IM-685-004-N.jpg,0
img/neutralC/CFD-BF-252-191-N.jpg,0
img/neutralC/CFD-BM-030-003-N.jpg,0
img/neutralC/CFD-WF-240-083-N.jpg,0
img/neutralC/CFD-BM-238-242-N.jpg,0
img/neutralC/CFD-AM-242-176-N.jpg,0
img/neutralC/CFD-IF-605-066-N.jpg,1
img/neutralC/CFD-AF-213-126-N.jpg,0
img/neutralC/CFD-WM-254-152-N.jpg,0
img/neutralC/CFD-BF-032-038-N.jpg,0
img/neutralC/CFD-MF-354-067-N.jpg,0
img/neutralC/CFD-IM-635-010-N.jpg,1
img/neutralC/CFD-IF-620-218-N.jpg,0
img/neutralC/CFD-IM-611-306-N.jpg,0
img/neutralC/CFD-BM-021-021-N.jpg,0
img/neutralC/CFD-BF-242-154-N.jpg,1
img/neutralC/CFD-WM-256-138-N.jpg,0
